9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
9	9	1
